shipment_key,shipment_id,supplier_key,carrier_key,route_key,warehouse_key,product_key,order_date,promised_date,actual_date,status,delay_days,shipment_cost,weight_kg,quantity
10644,SHP-10644,173,47,109,32,54,2022-04-30,2022-05-11,2022-05-09,Cancelled,0,12255.15,3677.33,631
10645,SHP-10645,91,16,30,18,81,2022-12-19,2022-12-25,2023-01-05,In Transit,11,16477.11,2922.02,239
10646,SHP-10646,211,10,91,25,125,2022-04-09,2022-04-23,2022-04-22,Delivered,0,701.19,4379.16,192
10647,SHP-10647,240,48,75,23,237,2021-11-09,2021-11-20,2021-11-20,Delivered,0,14976.82,4919.93,676
10648,SHP-10648,97,17,82,40,198,2022-12-27,2023-01-03,2023-01-03,Delivered,0,2680.87, ,945
10649,SHP-10649,105,42,24,15,58,2023-06-24,2023-07-15,2023-07-15,Delivered,0,5847.39,4919.19,546
10650,SHP-10650,134,24,155,8,151,2023-01-04,2023-01-23,2023-01-21,Delivered,0,20558.28,457.53,898
10651,SHP-10651,155,18,71,27,250,2021-07-27,2021-08-04,2021-08-04,Delivered,0,17142.17,3637.97,366
10652,SHP-10652,27,60,64,13,189,2023-06-28,2023-07-18,2023-07-17,Cancelled,0,13849.2,711.88,165
10653,SHP-10653,191,48,57,31,11,2023-09-30,2023-10-07,2023-10-28,Delivered,21,6170.13,4135.47,433
10654,SHP-10654,164,22,171,33,248,2024-05-11,2024-06-03,2024-06-02,In Transit,0,10167.91,3115.86,584
10655,SHP-10655,36,39,77,23,126,2022-11-28,2022-12-12,2022-12-12,Cancelled,0,1496.49,4861.08,653
10656,SHP-10656,31,55,5,40,11,2021-05-21,2021-06-03,2021-06-02,In Transit,0,2008.6,817.98,476
10657,SHP-10657,192,59,188,16,38,2021-09-14,2021-10-08,2021-10-15,Delivered,7,12820.22,1651.64,399
10658,SHP-10658,106,18,145,8,160,2021-11-02,2021-11-11,2021-11-28,In Transit,17,6711.44,597.05,1
10659,SHP-10659,146,23,20,13,58,2022-02-18,2022-02-21,2022-03-05,Delivered,12,2376.61,1918.98,934
10660,SHP-10660,85,16,167,37,132,2021-03-10,2021-04-04,2021-04-03,Delayed,0,14866.16,4807.95,310
10661,SHP-10661,134,34,197,27,144,2021-04-11,2021-04-22,2021-05-04,Delayed,12,3907.44,4821.78,650
10662,SHP-10662,95,53,164,31,107,2022-03-18,2022-04-10,2022-04-10,Delayed,0,9579.07,92.34,18
10663,SHP-10663,176,9,173,39,76,2023-10-18,2023-11-01,2023-10-30,Returned,0,20003.97,1487.16,998
10664,SHP-10664,30,58,134,40,35,2022-06-30,2022-07-22,2022-07-20,Delivered,0, ,2345.89,473
10665,SHP-10665,188,54,123,37,87,2022-03-29,2022-04-11,2022-04-30,Delivered,19,1044.78,157.73,964
10666,SHP-10666,96,41,12,20,142,2022-06-02,2022-06-05,2022-06-05,Delayed,0,8057.98,2189.57,515
10667,SHP-10667,28,57,92,40,186,2023-04-08,2023-05-02,2023-04-30,Delivered,0,,215.33,178
10668,SHP-10668,51,4,21,8,164,2023-06-08,2023-06-19,2023-06-18,Delivered,0,20425.93,3614.42,328
10669,SHP-10669,96,30,77,3,126,2022-05-31,2022-06-14,2022-06-26,Returned,,3770.38,2499.03,767
10670,SHP-10670,250,16,149,11,2,2023-01-26,2023-02-02,2023-02-25,Delivered,23,,,191
10671,SHP-10671,25,23,200,20,206,2023-05-09,2023-05-30,2023-06-18,Cancelled,19,15897.3,3226.66,287
10672,SHP-10672,88,44,77,6,90,2021-11-22,2021-12-02,2021-12-15,Delivered,13,8094.84,4758.17,701
10673,SHP-10673,29,53,12,30,48,2023-09-14,2023-09-29,2023-09-29,Delivered,0,9442.15,1615.23,
10674,SHP-10674,145,13,93,11,173,2023-12-10,2023-12-14,2024-01-01,Delivered,18,20251.44,673.57,546
10675,SHP-10675,202,60,157,21,103,2021-08-21,2021-08-31,2021-09-06,Delivered,6,,4021.31, 
10676,SHP-10676,115,16,65,25,93,2023-12-08,2023-12-31,2023-12-29,Delivered,0,7575.8,4511.05,
10677,SHP-10677,37,7,162,9,191,2022-08-02,2022-08-17,,Delivered,,1998.38,524.43, 
10678,SHP-10678,166,28,18,4,228,2023-07-17,2023-07-18,2023-07-16,In Transit,0,12940.91,679.49,66
10679,SHP-10679,195,53,28,27,54,2021-11-05,2021-11-09,,Delivered,,17791.31,11.55,81
10680,SHP-10680,31,25,185,5,76,2024-04-26,2024-05-17,2024-05-15,Delivered,0,6180.01,317.89,115
10681,SHP-10681,182,45,134,39,203,2021-11-05,2021-11-06,2021-11-06,Delivered,0,16995.79,503.41,512
10682,SHP-10682,141,26,26,3,60,2023-09-13,2023-09-14,2023-09-13,Returned,0,19432.48,2.89,28
10683,SHP-10683,239,38,62,4,114,2021-04-01,2021-04-22,2021-04-22,In Transit,0,11365.38,2954.17,732
10684,SHP-10684,10,31,180,9,172,2021-08-27,2021-09-05,2021-09-05,In Transit,0,17181.41,1343.29,5
10685,SHP-10685,20,59,56,31,132,2023-03-01,2023-03-25,2023-03-23,Delivered,0,17727.09,4554.92,634
10686,SHP-10686,132,12,185,34,159,2024-04-17,2024-04-22,2024-04-24,Cancelled,2, ,2678.32,190
10687,SHP-10687,108,34,27,24,198,2023-06-08,2023-06-22,2023-06-25, ,3,9410.33,4618.53,820
10688,SHP-10688,142,19,63,1,165,2021-01-22,2021-01-29,2021-01-27,Delivered,0,6848.86,2769.17,729
10689,SHP-10689,204,25,71,31,215,2023-01-09,2023-01-22,2023-02-06,Returned,15,14804.75,2499.95,242
10690,SHP-10690,167,5,173,21,120,2024-06-09,2024-06-15,2024-07-05,Delivered,,4238.49,204.25,157
10691,SHP-10691,136,51,49,36,21,2023-10-26,2023-11-11,2023-11-15,Cancelled,4,6611.73,1638.47,158
10692,SHP-10692,205,44,165,26,64,2022-07-13,2022-07-26,2022-07-26,Delivered,0,7056.23,2049.44,96
10693,SHP-10693,138,47,200,15,89,2023-03-03,2023-03-24,2023-03-24,Cancelled,0,2312.77,4620.98,333
10694,SHP-10694,207,13,122,25,39,2024-01-16,2024-02-08,2024-02-07,Returned,0,9761.17,1313.03,98
10695,SHP-10695,223,24,108,19,29,2023-10-23,2023-11-10,2023-11-09,Returned,0,18057.19,669.37,807
10696,SHP-10696,80,24,88,14,137,2023-11-07,2023-11-22,2023-12-09,In Transit,17,19662.0,4381.02,524
10697,SHP-10697,85,11,100,5,138,2021-06-23,2021-06-27,2021-07-03,Delayed,, ,4253.86,986
10698,SHP-10698,69,28,25,29,213,2024-05-19,2024-06-13,2024-06-11,Cancelled,,6273.78,2667.94,515
10699,SHP-10699,104,57,177,19,188,2022-07-21,2022-07-31,2022-08-18,Delayed,18,4340.33,1270.42,569
10700,SHP-10700,224,42,71,14,56,2023-02-03,2023-02-09,2023-02-07,Delivered,0,21796.38,1744.5,788
10701,SHP-10701,104,15,192,23,221,2022-09-04,2022-09-29,,Delivered,,18597.65,1553.59,942
10702,SHP-10702,51,20,67,29,208,2022-06-09,2022-06-28,,In Transit,,11801.87,2354.22,7
10703,SHP-10703,40,30,179,10,200,2021-03-13,2021-03-20,2021-03-19,Delayed,0,6635.51, ,658
10704,SHP-10704,118,50,104,39,229,2024-04-23,2024-05-09,2024-05-09, ,0,20845.07,4168.33,974
10705,SHP-10705,64,37,186,17,118,2021-08-03,2021-08-07,2021-08-24,Delivered,17,3617.98,1555.34,719
10706,SHP-10706,123,22,52,32,91,2022-12-12,2022-12-28,2022-12-26,Returned,0,3366.55,2934.11,336
10707,SHP-10707,97,56,72,17,205,2023-10-20,2023-11-08,2023-11-07,Delivered,0,5301.86,4665.88,140
10708,SHP-10708,67,37,185,5,134,2024-01-21,2024-01-28,2024-02-13,Delivered,16,7238.26,4994.45,394
10709,SHP-10709,158,49,156,4,240,2021-01-26,2021-02-05,2021-02-05,Delivered,0, ,738.06,
10710,SHP-10710,30,9,100,23,241,2022-11-25,2022-11-30,2022-11-28,Delivered,0,18783.39,1256.03,525
10711,SHP-10711,248,35,137,24,163,2022-07-10,2022-07-26,2022-08-01,Delivered,6,,4112.4,487
10712,SHP-10712,248,38,15,3,137,2023-08-30,2023-09-07,2023-09-06,Cancelled,0,9309.94,744.5,495
10713,SHP-10713,16,8,30,10,72,2021-07-26,2021-08-18,2021-08-17,Delivered,0,8933.73,4382.01,74
10714,SHP-10714,176,14,79,28,227,2023-03-01,2023-03-26,2023-03-24,Delayed,0,3865.8,77.97,998
10715,SHP-10715,138,31,110,1,15,2021-04-09,2021-04-23,2021-04-21, ,0,18447.05,1966.05,179
10716,SHP-10716,87,49,61,18,12,2022-11-15,2022-11-17,2022-11-15,Delivered,0,5150.74,4248.71,206
10717,SHP-10717,235,52,175,39,89,2024-03-12,2024-03-15,2024-03-15,Cancelled,0,21392.76,1111.72,273
10718,SHP-10718,177,53,149,6,42,2022-04-27,2022-05-03,2022-05-03,In Transit,0,18567.43,244.03,879
10719,SHP-10719,18,22,21,9,219,2021-02-23,2021-03-15,2021-03-13,Delayed,0,21200.12,1499.12,837
10720,SHP-10720,86,42,136,3,197,2021-10-05,2021-10-18,2021-10-22,Returned,4,3392.46,3023.47, 
10721,SHP-10721,209,35,10,34,217,2021-03-20,2021-03-31,2021-03-31,In Transit,0,8817.95,2361.96,303
10722,SHP-10722,98,35,143,27,183,2021-07-29,2021-08-12,2021-08-10,Cancelled,0,4772.37, ,363
10723,SHP-10723,13,4,38,19,231,2023-11-13,2023-12-08,2023-12-07,Cancelled,0,9432.92,2179.09,684
10724,SHP-10724,42,2,184,34,118,2024-04-12,2024-04-15,2024-04-15,Returned,0,2235.07,1235.29,220
10725,SHP-10725,66,48,108,14,202,2021-12-09,2021-12-10,2021-12-09,Delivered,,2433.85,660.52,469
10726,SHP-10726,180,17,18,31,102,2022-10-28,2022-11-14,2022-11-13,Delivered,0,16451.07,,491
10727,SHP-10727,59,25,44,29,171,2023-01-18,2023-01-31,2023-01-30,Delivered,,897.64,1604.91,471
10728,SHP-10728,34,7,44,40,22,2023-01-22,2023-01-26,2023-01-29,Delivered,3,9513.62,207.38,252
10729,SHP-10729,123,3,92,38,13,2023-06-15,2023-07-07,2023-07-21,Delivered,14,11191.67,3212.99,670
10730,SHP-10730,163,25,192,34,65,2022-07-15,2022-07-17,2022-07-19,Delayed,2,13476.12,3394.67, 
10731,SHP-10731,60,10,102,21,212,2022-02-20,2022-03-03,,Delivered,,17588.9,1918.31,545
10732,SHP-10732,109,45,41,40,189,2024-05-08,2024-05-12,2024-05-10,In Transit,0,5746.24,2860.05,441
10733,SHP-10733,240,11,115,7,91,2022-06-28,2022-07-02,2022-07-21,Returned,19,,4322.7,274
10734,SHP-10734,214,17,172,9,87,2022-03-30,2022-04-11,2022-04-10,Returned,0,5970.35,2153.16, 
10735,SHP-10735,142,44,124,34,204,2023-07-13,2023-07-31,2023-08-20,Delayed,20,6687.25,770.47,82
10736,SHP-10736,1,25,137,18,11,2022-09-28,2022-10-13,2022-10-12,Returned,0,10861.52,4943.03,461
10737,SHP-10737,157,60,167,25,31,2022-11-12,2022-11-13,2022-11-13,Delivered,0,10966.2,3887.38,346
10738,SHP-10738,247,30,50,20,232,2021-04-07,2021-05-02,2021-05-01,Delivered,0,19571.13,3503.96,36
10739,SHP-10739,155,27,5,32,220,2023-07-13,2023-07-16,2023-07-16,Delivered,0,21865.76,1335.6,558
10740,SHP-10740,235,35,179,5,76,2021-10-10,2021-10-11,2021-10-09,Delivered,0,1358.96,2584.01,491
10741,SHP-10741,190,38,14,18,80,2023-09-22,2023-09-30,2023-09-28,Delayed,0,9763.12,327.15,108
10742,SHP-10742,210,31,9,21,23,2022-07-22,2022-07-23,2022-08-10,,18,2202.48,4011.73,275
10743,SHP-10743,108,26,119,8,141,2022-02-21,2022-03-06,2022-03-12,In Transit,6,4243.06,913.64,841
10744,SHP-10744,152,30,181,40,150,2023-11-10,2023-11-18,2023-11-28,Delivered,10,16769.69,2652.96,448
10745,SHP-10745,28,12,147,20,37,2021-04-22,2021-05-01,2021-04-30,Delayed,0,21093.39,2219.3,209
10746,SHP-10746,2,36,91,6,129,2021-03-10,2021-03-28,2021-03-26,Delivered,0,9602.68,3839.58,277
10747,SHP-10747,15,49,94,37,226,2023-09-04,2023-09-15,2023-09-15,Delivered,0,6687.27,3078.84,762
10748,SHP-10748,84,55,87,33,24,2021-05-25,2021-06-05,2021-06-03,Delivered,0,,2914.55,633
10749,SHP-10749,136,42,135,10,99,2023-06-19,2023-06-25,2023-06-24,Delayed,, ,2424.45,119
10750,SHP-10750,138,37,170,25,19,2022-05-23,2022-05-24,2022-05-23,Delivered,0,,1061.95,789
10751,SHP-10751,215,6,174,15,119,2021-03-25,2021-04-06,2021-04-04,Returned,0,,2629.32,306
10752,SHP-10752,231,10,115,12,3,2021-08-20,2021-08-26,2021-08-26, ,0,14871.97,4886.19,51
10753,SHP-10753,164,11,55,35,198,2022-04-10,2022-04-19,2022-04-19,Delayed,0,13497.87,4243.14,548
10754,SHP-10754,182,22,50,7,87,2021-06-30,2021-07-10,2021-07-09,,0,10511.39,432.5,474
10755,SHP-10755,102,8,38,17,25,2022-01-02,2022-01-22,2022-01-21,Delayed,0,18573.84,2896.5,321
10756,SHP-10756,179,11,140,18,154,2021-01-20,2021-02-11,2021-02-27,,16,12939.25,807.35,484
10757,SHP-10757,188,18,40,38,18,2022-05-17,2022-06-01,2022-06-01,Delayed,0,4238.6,1145.67,246
10758,SHP-10758,92,47,101,17,203,2023-12-13,2023-12-14,2023-12-13,Returned,0,16796.98,4238.22,826
10759,SHP-10759,105,41,58,15,131,2021-04-30,2021-05-12,2021-05-21,Returned,9,6141.91,4029.92,762
10760,SHP-10760,120,10,74,14,145,2023-08-13,2023-08-28,2023-08-28,Delivered,,2242.42,4649.78,325
10761,SHP-10761,15,30,154,22,147,2021-10-14,2021-10-29,2021-10-27,,0,10512.23,4634.36,81
10762,SHP-10762,117,1,1,25,27,2023-04-28,2023-05-02,2023-05-13,Delivered,11,8529.19,1105.9,428
10763,SHP-10763,132,36,160,26,36,2023-06-30,2023-07-01,2023-06-29,Delivered,0,,1199.42,345
10764,SHP-10764,4,58,49,35,11,2022-01-18,2022-02-02,2022-02-01,Delivered,0,19536.97,3702.42,763
10765,SHP-10765,39,38,36,28,175,2022-07-09,2022-07-31,2022-07-30,Delivered,0,6418.69,1315.13,692
10766,SHP-10766,55,18,117,25,84,2021-04-22,2021-04-28,2021-04-27,Cancelled,0,16922.55,4469.42,397
10767,SHP-10767,236,36,89,4,39,2021-07-01,2021-07-22,2021-07-20,Delayed,0,,1246.85,627
10768,SHP-10768,221,42,128,4,17,2024-04-28,2024-05-07,2024-05-07,Delayed,0,13048.97,1207.55,900
10769,SHP-10769,8,35,43,35,187,2023-06-14,2023-06-24,2023-06-24,Delivered,0,6524.84,4569.7,570
10770,SHP-10770,61,12,30,3,16,2021-03-14,2021-04-08,2021-04-06,Cancelled,0, ,3342.79,251
10771,SHP-10771,201,37,1,34,137,2024-02-04,2024-02-05,2024-02-16,Delivered,11,3331.18,670.97,601
10772,SHP-10772,64,34,85,12,45,2024-06-15,2024-06-24,2024-06-22,Returned,0,3000.55,3164.82,517
10773,SHP-10773,214,29,123,35,138,2022-07-25,2022-08-09,2022-09-03,Delivered,25,,4137.44,632
10774,SHP-10774,235,38,70,12,219,2023-11-11,2023-11-30,2023-12-19,Returned,19,16437.32,1302.07,80
10775,SHP-10775,7,17,107,9,244,2021-06-08,2021-06-22,2021-06-22,Returned,0,17162.47,3229.6,786
10776,SHP-10776,176,36,47,7,210,2022-01-14,2022-02-04,2022-02-03,Delivered,0,,2840.49,410
10777,SHP-10777,20,23,113,38,164,2021-02-03,2021-02-04,2021-02-03,Cancelled,0,10793.35,4201.22,342
10778,SHP-10778,192,20,55,36,3,2023-05-05,2023-05-19,2023-05-17,In Transit,0,12450.19,4100.45,50
10779,SHP-10779,60,2,11,27,96,2023-12-26,2024-01-07,2024-01-05,In Transit,0,15594.65,884.5,907
10780,SHP-10780,84,41,130,30,227,2023-10-17,2023-10-21,2023-11-14,Returned,24,3825.01,351.23,963
10781,SHP-10781,42,23,122,8,16,2022-10-31,2022-11-20,,Delivered,, ,4320.74, 
10782,SHP-10782,81,5,65,15,113,2022-11-20,2022-12-10,2022-12-09,Delivered,0,11726.22,2038.67,602
10783,SHP-10783,171,37,131,36,16,2021-12-22,2021-12-29,2022-01-14,Delayed,16,2024.81,4714.21,92
10784,SHP-10784,83,3,111,14,9,2023-06-28,2023-07-15,2023-08-09,Delivered,,21586.55,1448.53,908
10785,SHP-10785,220,43,122,6,25,2024-06-05,2024-06-24,2024-06-24,,0,2789.6,548.2,509
10786,SHP-10786,233,27,192,36,71,2021-02-16,2021-03-04,2021-03-02,Delayed,0,20294.25,848.68,388
10787,SHP-10787,13,26,193,33,133,2022-12-05,2022-12-20,2022-12-29,Returned,9,334.31,3121.31,665
10788,SHP-10788,10,22,137,6,50,2024-03-24,2024-04-18,2024-04-16,Returned,0,6542.92,4366.57,280
10789,SHP-10789,106,49,25,22,223,2021-06-21,2021-07-02,2021-07-27,Cancelled,25,13783.9,178.82,345
10790,SHP-10790,221,23,196,40,116,2021-12-30,2022-01-20,2022-02-13,In Transit,24,6758.99,1081.7,523
10791,SHP-10791,18,25,85,35,41,2023-09-04,2023-09-10,2023-09-09,Delivered,0,3142.17,4841.72,464
10792,SHP-10792,236,16,161,1,132,2023-08-13,2023-09-07,2023-09-24,Delivered,17,7696.31,2024.34,96
10793,SHP-10793,84,15,139,21,79,2022-04-21,2022-05-10,2022-05-08,Returned,0,3705.63,1040.2,397
10794,SHP-10794,213,26,87,25,88,2023-02-27,2023-03-14,2023-03-15,Delivered,1,9860.67,2717.41,113
10795,SHP-10795,213,6,94,30,124,2022-09-22,2022-09-25,2022-09-23,Delivered,0,21476.0,,631
10796,SHP-10796,206,39,167,38,131,2021-12-13,2021-12-25,2021-12-25,Delayed,0,7113.0,2419.88,209
10797,SHP-10797,203,1,106,12,159,2021-10-05,2021-10-26,2021-10-24,Delivered,0,13897.86,2014.9,468
10798,SHP-10798,80,38,147,4,80,2021-02-26,2021-03-21,2021-04-12,Delivered,22, ,3049.49,149
10799,SHP-10799,3,56,63,17,91,2023-08-07,2023-08-15,2023-08-19,Cancelled,,1655.83,3281.55,
10800,SHP-10800,33,23,50,33,13,2023-05-09,2023-05-11,2023-05-11,Delivered,0,16052.56,1689.52,339
10801,SHP-10801,145,26,109,10,46,2021-01-01,2021-01-02,2021-01-01,Returned,0,21937.42,3129.65,366
10802,SHP-10802,1,18,171,29,237,2022-06-20,2022-06-28,2022-07-14,Returned,16,20023.21,3822.84,815
10803,SHP-10803,126,22,151,31,224,2022-12-28,2023-01-17,2023-01-17,Delivered,0,4772.39,255.72,39
10804,SHP-10804,138,46,25,38,1,2021-03-14,2021-03-26,2021-03-25,Delivered,0,3912.8,2578.77,243
10805,SHP-10805,163,29,74,21,143,2022-10-23,2022-10-30,2022-10-30,Delivered,0,11872.39,133.92,7
10806,SHP-10806,223,37,72,34,148,2022-10-16,2022-10-21,2022-10-23, ,2,17181.6,,700
10807,SHP-10807,104,19,42,18,175,2022-08-13,2022-08-27,2022-08-26,In Transit,0,17793.54,2186.05,799
10808,SHP-10808,9,14,43,25,114,2023-12-10,2023-12-25,2023-12-24,Returned,0,19956.12,848.66,1000
10809,SHP-10809,243,25,57,23,56,2021-11-22,2021-11-29,2021-11-27,Delivered,0,12429.87,1722.37,976
10810,SHP-10810,127,42,122,24,135,2024-06-20,2024-06-25,2024-06-24,Delivered,0,18564.8,3033.08,652
10811,SHP-10811,49,3,86,36,8,2024-06-19,2024-07-06,2024-07-14,,8, ,2519.3,805
10812,SHP-10812,142,23,176,29,68,2021-08-30,2021-09-07,2021-09-15,Cancelled,8,19878.19,530.79,156
10813,SHP-10813,52,7,74,6,77,2021-07-31,2021-08-07,2021-08-06,Delivered,0,,2750.17,672
10814,SHP-10814,96,55,43,36,31,2023-09-28,2023-10-04,2023-10-02,Delivered,0,1571.8,1694.16,638
10815,SHP-10815,26,7,157,37,39,2022-04-29,2022-05-15,2022-05-24,Returned,9,18939.65,1593.83,781
10816,SHP-10816,168,2,79,2,151,2024-02-02,2024-02-20,2024-02-25,Delivered,5,8697.94,1071.22,273
10817,SHP-10817,86,7,51,23,249,2022-01-20,2022-02-05,2022-03-02,Cancelled,25,14105.49,2749.79,760
10818,SHP-10818,245,8,193,40,198,2021-05-30,2021-06-07,2021-06-21,Delivered,14,17083.26,1207.6,406
10819,SHP-10819,89,46,30,22,103,2024-04-03,2024-04-11,2024-04-09,Delivered,0,18814.37,3588.11,32
10820,SHP-10820,130,20,155,36,140,2022-03-03,2022-03-13,,,,7178.65,4564.77,710
10821,SHP-10821,45,29,131,12,246,2024-05-26,2024-06-11,2024-06-09,Delivered,0,10705.16,1018.14,259
10822,SHP-10822,230,6,116,1,26,2021-10-29,2021-11-23,2021-12-15,Cancelled,22,,829.71,359
10823,SHP-10823,74,15,24,36,4,2021-02-09,2021-02-15,2021-02-14,Cancelled,0,21122.3,3722.1,128
10824,SHP-10824,139,18,9,15,2,2021-10-25,2021-11-18,2021-12-05,Returned,17,10149.87,2453.84,641
10825,SHP-10825,125,9,103,6,198,2023-05-08,2023-05-15,2023-05-15,Returned,0,10747.56,4114.25,195
10826,SHP-10826,164,16,87,23,90,2022-04-24,2022-05-05,2022-05-04,Delivered,0,,,14
10827,SHP-10827,159,1,116,33,184,2021-12-05,2021-12-13,2021-12-12,Delivered,0,11968.27,1156.84,911
10828,SHP-10828,127,9,192,18,53,2022-03-19,2022-03-29,2022-04-04,Delivered,6,16061.77,4687.68,978
10829,SHP-10829,109,52,89,6,109,2023-07-25,2023-08-04,2023-08-03,Returned,0,14135.47,,253
10830,SHP-10830,45,5,172,15,143,2021-01-26,2021-02-11,2021-02-10,Delivered,0,17490.6,3704.97, 
10831,SHP-10831,217,37,124,2,24,2024-06-27,2024-07-17,2024-07-15,Delivered,0,6880.07,2423.54,908
10832,SHP-10832,171,54,114,17,199,2021-06-30,2021-07-07,2021-07-10,Delayed,3,15731.11,3678.12,454
10833,SHP-10833,221,51,135,15,75,2023-10-14,2023-10-23,2023-10-21,Delivered,0,3239.47,100.58,715
10834,SHP-10834,50,1,2,37,183,2022-06-11,2022-06-24,2022-06-23,Delivered,0,449.06,2868.24,331
10835,SHP-10835,136,52,122,14,27,2022-12-04,2022-12-25,2022-12-24,Delayed,0,20099.71,1907.72,759
10836,SHP-10836,84,57,40,3,113,2021-01-29,2021-02-21,,In Transit,,2505.33,,837
10837,SHP-10837,167,37,173,26,218,2021-06-04,2021-06-16,2021-06-14,Cancelled,0,2646.03,3471.25,344
10838,SHP-10838,159,19,119,34,200,2022-03-17,2022-03-23,2022-03-23,Cancelled,0,14183.61,2192.93,260
10839,SHP-10839,64,11,89,20,134,2022-08-08,2022-08-13,,Delivered,,15817.47,3523.02,747
10840,SHP-10840,249,7,113,22,17,2024-02-10,2024-03-03,2024-03-01,In Transit,0,1918.69,3854.02,537
10841,SHP-10841,26,26,144,6,145,2021-09-30,2021-10-25,2021-10-24,Delivered,0,13694.29,3996.49,637
10842,SHP-10842,36,27,109,7,114,2024-04-11,2024-04-18,2024-04-18,Delayed,0,3826.45,1505.7,360
10843,SHP-10843,220,1,182,16,7,2024-01-26,2024-02-08,2024-02-08,Delivered,0,15259.56,1030.02,224
10844,SHP-10844,187,1,161,7,141,2022-08-07,2022-08-26,2022-09-12,Delivered,17,5674.15,679.42,202
10845,SHP-10845,58,52,99,3,57,2023-04-17,2023-04-29,2023-04-27,Delivered,0,5554.78,4398.77,639
10846,SHP-10846,202,38,17,29,71,2021-09-21,2021-09-30,2021-09-30,Delivered,0, ,1100.78,469
10847,SHP-10847,5,44,48,33,201,2024-03-23,2024-04-09,2024-04-09,Cancelled,0,7623.56,1428.03,517
10848,SHP-10848,148,24,129,20,210,2021-02-22,2021-03-04,2021-03-20,In Transit,16,10378.63, ,158
10849,SHP-10849,35,58,54,17,120,2023-02-07,2023-03-04,2023-03-03,Delivered,0,10590.89,793.06,904
10850,SHP-10850,58,5,66,32,189,2021-03-24,2021-03-26,2021-04-08,Delivered,13,13456.14,1732.23,869
10851,SHP-10851,26,49,166,15,84,2022-09-19,2022-10-10,2022-10-10,Delivered,0,19186.0,2012.45,677
10852,SHP-10852,129,46,2,27,231,2021-06-18,2021-06-19,2021-06-17,Returned,0,, ,926
10853,SHP-10853,240,19,115,11,162,2021-12-15,2021-12-28,2021-12-28,,0,9340.75,1718.69,628
10854,SHP-10854,60,41,15,37,163,2024-03-08,2024-03-31,2024-04-16,Delivered,16,2323.87,1493.57,445
10855,SHP-10855,234,47,103,11,104,2023-12-18,2024-01-02,2024-01-10,In Transit,8,14431.26,3846.38,369
10856,SHP-10856,79,59,19,37,61,2021-02-25,2021-03-03,2021-03-03,Returned,0,18987.83,2423.49,59
10857,SHP-10857,229,11,193,1,10,2022-06-15,2022-06-29,2022-06-28,Delivered,0,12921.26,3018.47,84
10858,SHP-10858,216,32,100,13,26,2022-08-10,2022-08-12,2022-08-12,Delivered,0,12449.92,1403.57,517
10859,SHP-10859,33,19,200,35,54,2023-01-12,2023-02-01,2023-02-01,Returned,0,,3172.38,64
10860,SHP-10860,132,2,126,23,242,2023-10-20,2023-10-21,2023-10-19,Cancelled,0,18123.09,,261
10861,SHP-10861,160,3,80,16,4,2021-02-18,2021-02-24,2021-02-22,Delivered,0,14373.49,3847.98,323
10862,SHP-10862,162,29,160,28,135,2023-04-12,2023-05-07,2023-05-07,Delivered,0,, ,518
10863,SHP-10863,14,21,45,38,86,2023-11-04,2023-11-29,2023-12-07,Delivered,8,13538.57,2423.78,257
10864,SHP-10864,26,41,29,37,238,2022-09-18,2022-09-26,2022-09-26,Delivered,0,6985.98,4175.63,640
10865,SHP-10865,248,9,197,6,137,2023-10-02,2023-10-23,2023-10-23,Delivered,0,17827.34,4424.82,293
10866,SHP-10866,225,1,68,39,244,2021-09-21,2021-10-02,,Delivered,,17888.95,4986.67,139
10867,SHP-10867,126,31,113,22,151,2022-08-26,2022-08-28,2022-09-04,Delivered,7,3684.62,2598.34,477
10868,SHP-10868,225,54,105,39,69,2022-11-29,2022-12-18,2022-12-16,Delivered,0,14715.19,3947.24,302
10869,SHP-10869,65,47,11,23,109,2023-08-25,2023-09-01,2023-09-01,Delivered,0,20091.17,1467.33,222
10870,SHP-10870,185,27,11,14,211,2021-07-10,2021-07-21,2021-07-21,Returned,0,6911.95,1189.59,284
10871,SHP-10871,47,22,34,33,161,2024-01-29,2024-02-19,2024-02-18,Returned,0,3924.56,1189.26,595
10872,SHP-10872,197,58,159,17,187,2022-11-13,2022-12-01,2022-12-01,Delivered,0,10471.06,1191.92,248
10873,SHP-10873,100,18,176,20,124,2024-04-24,2024-05-01,2024-05-12,Delivered,11,3808.41,793.91, 
10874,SHP-10874,134,19,130,1,11,2023-11-19,2023-12-12,2023-12-31,Delayed,19,20647.86,1217.21,802
10875,SHP-10875,173,38,94,38,231,2021-12-04,2021-12-12,2021-12-10,Delayed,0,6724.91,3783.53,549
10876,SHP-10876,151,22,124,25,73,2023-12-24,2023-12-31,2023-12-30,Cancelled,0,13141.53,1194.37,277
10877,SHP-10877,84,31,174,34,199,2022-09-07,2022-09-15,2022-09-15,Returned,0,,3680.89,869
10878,SHP-10878,204,38,3,17,6,2023-03-29,2023-04-04,2023-04-04,Delivered,0,21177.15,4848.54,576
10879,SHP-10879,188,22,72,17,173,2022-03-05,2022-03-08,2022-03-08,Delivered,0,,3396.83,540
10880,SHP-10880,212,1,45,20,227,2024-02-18,2024-03-03,2024-03-01,Returned,0,10538.31,4137.88,77
